"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1465","부산광역시 수영구 광안동","118-13","0118","0013","골든파크","월세","15.6500","202507","01","300","36","3","2013","수영로610번길 8","202507~202606","신규","-","","","연립다세대"
"1466","부산광역시 수영구 광안동","88-45","0088","0045","흑석푸른마을","월세","25.9250","202506","30","8,000","5","3","2012","무학로9번길 96","202508~202607","신규","-","","","연립다세대"
"1467","부산광역시 수영구 광안동","152-34","0152","0034","그랜드빌","월세","22.8200","202506","30","2,500","20","2","2010","광안로41번길 22","202506~202606","신규","-","","","연립다세대"
"1468","부산광역시 수영구 광안동","152-34","0152","0034","그랜드빌","월세","30.5500","202506","30","3,000","5","3","2010","광안로41번길 22","202507~202607","신규","-","","","연립다세대"
"1469","부산광역시 수영구 광안동","120-40","0120","0040","장미원룸","전세","26.8400","202506","30","10,000","0","3","2011","수영로624번길 40","202508~202708","신규","-","","","연립다세대"
"1470","부산광역시 수영구 광안동","96-33","0096","0033","은하수","월세","16.6050","202506","30","300","36","3","2011","무학로9번길 50","202507~202606","신규","-","","","연립다세대"
"1471","부산광역시 수영구 광안동","90-21","0090","0021","라온하우스","월세","23.2200","202506","30","500","35","4","2016","수영로666번길 17","202506~202606","신규","-","","","연립다세대"
"1472","부산광역시 수영구 남천동","7-13","0007","0013","남천동7-13제2종근린생활시설(민성윤)","월세","27.7200","202506","30","100","55","5","1990","남천동로108번길 13","202506~202509","신규","-","","","연립다세대"
"1473","부산광역시 수영구 광안동","690-15","0690","0015","주은하이츠빌","월세","19.3550","202506","30","500","35","2","2011","광서로30번길 46","202507~202607","신규","-","","","연립다세대"
"1474","부산광역시 수영구 광안동","345-14","0345","0014","광안오션그레이스","월세","14.7975","202506","30","1,000","45","2","2021","수영로510번길 5","202507~202607","신규","-","","","연립다세대"
"1475","부산광역시 수영구 광안동","1069-17","1069","0017","센텀큐브빌","월세","19.7300","202506","30","500","53","4","2018","망미번영로24번길 89-11","202506~202606","신규","-","","","연립다세대"
"1476","부산광역시 수영구 광안동","120-170","0120","0170","명성스토리","월세","15.9250","202506","30","500","30","3","2015","수영로610번길 54","202506~202606","신규","-","","","연립다세대"
"1477","부산광역시 수영구 광안동","702-17","0702","0017","보람스타힐","월세","23.1300","202506","30","500","40","5","2017","광일로20번길 20-13","202506~202606","신규","-","","","연립다세대"
"1478","부산광역시 동구 범일동","825-43","0825","0043","자성대","전세","40.4000","202506","30","4,000","0","3","1976","자성로108번길 19","202506~202706","신규","-","","","연립다세대"
"1479","부산광역시 동래구 안락동","151-58","0151","0058","강변크레인","월세","40.7600","202506","30","1,000","70","4","2022","연안로59번길 11-6","202507~202607","신규","-","","","연립다세대"
"1480","부산광역시 남구 대연동","1749-13","1749","0013","동원밸리","월세","15.5900","202506","30","2,000","20","3","2012","유엔평화로14번길 32","202506~202806","신규","-","","","연립다세대"
"1481","부산광역시 부산진구 가야동","408-183","0408","0183","대동빌라A동","월세","59.7700","202506","30","1,000","45","4","2007","엄광로 210-1","202507~202607","신규","-","","","연립다세대"
"1482","부산광역시 사하구 괴정동","260-60","0260","0060","동주그린빌라(260-60)","월세","29.1500","202506","30","500","30","1","2003","승학로224번길 109","202507~202607","신규","-","","","연립다세대"
"1483","부산광역시 중구 보수동1가","146-26","0146","0026","태광골든빌라C동","월세","59.9200","202506","30","7,700","10","5","2001","중구로75번안길 1-1","202507~202707","신규","-","","","연립다세대"
"1484","부산광역시 사하구 괴정동","1130-7","1130","0007","양지코쿤빌","월세","35.3500","202506","30","200","47","3","2012","낙동대로327번길 9-1","202507~202607","신규","-","","","연립다세대"
"1485","부산광역시 부산진구 부전동","420-8","0420","0008","에덴빌","월세","22.3200","202506","30","300","47","8","2014","가야대로755번길 39-5","202506~202601","신규","-","","","연립다세대"
"1486","부산광역시 부산진구 전포동","306-15","0306","0015","제니스빌","월세","17.0700","202506","30","500","30","3","2010","서전로58번길 37-7","202506~202606","신규","-","","","연립다세대"
"1487","부산광역시 해운대구 중동","1510-15","1510","0015","한영빌라B동","전세","38.1300","202506","30","5,500","0","3","2000","달맞이길117번길 17-18","202507~202706","신규","-","","","연립다세대"
"1488","부산광역시 동래구 수안동","3-11","0003","0011","휴플러스","월세","19.8900","202506","30","500","38","5","2012","명륜로75번길 10","202506~202606","신규","-","","","연립다세대"
"1489","부산광역시 남구 대연동","878-14","0878","0014","해피빌","월세","20.0500","202506","30","200","27","1","2004","유엔로169번길 17","202506~202606","신규","-","","","연립다세대"
"1490","부산광역시 동구 수정동","1007-2","1007","0002","로하스빌","월세","13.4600","202506","30","500","29","3","2012","초량상로157번길 31","202506~202606","신규","-","","","연립다세대"
"1491","부산광역시 연제구 연산동","651-35","0651","0035","하나빌","월세","22.9700","202506","30","100","35","2","2002","고분로32번길 72","202507~202606","신규","-","","","연립다세대"
"1492","부산광역시 연제구 연산동","1386-19","1386","0019","엘리트빌2차","월세","13.5300","202506","30","500","35","5","2013","중앙대로1065번길 25","202506~202606","신규","-","","","연립다세대"
"1493","부산광역시 사하구 하단동","1179-1","1179","0001","영신빌라","월세","30.8950","202506","30","300","40","4","2002","하신중앙로239번길 73","202506~202606","신규","-","","","연립다세대"
"1494","부산광역시 서구 서대신동2가","293-3","0293","0003","디에스하우스","전세","47.2000","202506","30","15,000","0","3","2015","고운들로 156-35","202506~202906","신규","-","","","연립다세대"
"1495","부산광역시 남구 대연동","987-78","0987","0078","대연올리브","월세","17.3950","202506","30","300","30","5","2011","유엔평화로22번길 29","202506~202606","신규","-","","","연립다세대"
"1496","부산광역시 남구 대연동","1465-8","1465","0008","디아망","월세","23.2400","202506","30","2,000","50","4","2020","못골번영로40번길 29","202506~202606","신규","-","","","연립다세대"
"1497","부산광역시 동래구 온천동","1245-24","1245","0024","루체245","월세","27.1900","202506","30","1,000","64","2","2023","아시아드대로225번길 9","202507~202607","신규","-","","","연립다세대"
"1498","부산광역시 사하구 장림동","325-8","0325","0008","프라임빌C","월세","28.2500","202506","30","500","35","2","2014","장림번영로37번길 9-1","202506~202606","신규","-","","","연립다세대"
"1499","부산광역시 부산진구 개금동","177-34","0177","0034","펜트하우스","월세","13.9900","202506","30","500","33","5","2012","가야대로468번길 19","202508~202701","신규","-","","","연립다세대"
"1500","부산광역시 부산진구 부전동","420-8","0420","0008","에덴빌","월세","14.9800","202506","30","300","47","3","2014","가야대로755번길 39-5","202506~202606","신규","-","","","연립다세대"
"1501","부산광역시 금정구 부곡동","326-3","0326","0003","(326-3)","전세","43.9000","202506","30","2,000","0","1","1979","서부곡로11번길 35","202506~202706","신규","-","","","연립다세대"
"1502","부산광역시 부산진구 양정동","248-4","0248","0004","화인빌","월세","16.6200","202506","30","300","33","3","2012","거제천로40번길 25","202507~202606","신규","-","","","연립다세대"
"1503","부산광역시 서구 부용동1가","12-11","0012","0011","웰컴하우스","월세","19.9800","202506","30","500","45","6","2013","흑교로105번길 12","202507~202607","신규","-","","","연립다세대"
"1504","부산광역시 부산진구 양정동","140-31","0140","0031","시티빌","월세","19.3100","202506","29","300","30","3","2012","중앙대로970번가길 12-7","202506~202606","신규","-","","","연립다세대"
"1505","부산광역시 중구 대청동2가","4-25","0004","0025","마루하우스","월세","12.7300","202506","29","300","33","5","2013","복병산길3번길 6","202506~202512","신규","-","","","연립다세대"
"1506","부산광역시 해운대구 반여동","1291-96","1291","0096","(1291-96)","월세","45.8700","202506","29","500","35","2","1996","재반로196번길 29-26","202507~202607","신규","-","","","연립다세대"
"1507","부산광역시 해운대구 반여동","1291-96","1291","0096","(1291-96)","월세","45.8700","202506","29","500","35","2","1996","재반로196번길 29-26","202507~202607","신규","-","","","연립다세대"
"1508","부산광역시 사하구 괴정동","872-1","0872","0001","대성빌","월세","14.8200","202506","29","500","31","2","2011","사하로185번길 35-1","202506~202606","신규","-","","","연립다세대"
"1509","부산광역시 서구 토성동1가","8-15","0008","0015","건원안단테스위트","월세","18.5000","202506","29","500","35","3","2011","까치고개로 251-12","202506~202606","신규","-","","","연립다세대"
"1510","부산광역시 부산진구 부전동","425-31","0425","0031","럭스빌","월세","21.3400","202506","29","1,000","25","2","2011","가야대로755번길 11-8","202506~202606","신규","-","","","연립다세대"
"1511","부산광역시 서구 초장동","43-6","0043","0006","신화헤라(43-6)","월세","27.0000","202506","29","3,000","17","2","2017","아미초장로74번길 11","202508~202608","신규","-","","","연립다세대"
"1512","부산광역시 동구 초량동","451-1","0451","0001","신아에코시티","전세","18.7300","202506","29","5,000","0","10","2016","중앙대로209번길 25-7","202507~202707","신규","-","","","연립다세대"
"1513","부산광역시 동구 좌천동","812-57","0812","0057","샤인빌","월세","16.3800","202506","29","200","32","3","2008","고관로153번길 27","202506~202606","신규","-","","","연립다세대"
"1514","부산광역시 수영구 광안동","1055-84","1055","0084","더스페스","월세","26.0280","202506","29","1,000","50","5","2021","광서로46번길 5","202506~202606","신규","-","","","연립다세대"
"1515","부산광역시 수영구 광안동","120-158","0120","0158","리슈빌","월세","23.7700","202506","29","2,000","40","2","2012","수영로618번길 7","202506~202706","신규","-","","","연립다세대"
"1516","부산광역시 수영구 광안동","144-41","0144","0041","고은아트빌","월세","15.5200","202506","29","200","25","4","2009","수영로582번길 30","202506~202606","신규","-","","","연립다세대"
"1517","부산광역시 기장군 장안읍 길천리","245-54","0245","0054","씨제이비치빌","월세","44.1500","202506","29","300","45","4","2007","길천2길 59-68","202507~202606","신규","-","","","연립다세대"
"1518","부산광역시 수영구 광안동","120-158","0120","0158","리슈빌","월세","23.7700","202506","29","2,000","40","2","2012","수영로618번길 7","202506~202606","신규","-","","","연립다세대"
"1519","부산광역시 수영구 광안동","688-11","0688","0011","센텀라온빌","월세","13.6200","202506","29","500","35","2","2016","광서로16번길 13","202507~202606","신규","-","","","연립다세대"
"1520","부산광역시 수영구 광안동","120-158","0120","0158","리슈빌","월세","23.7700","202506","29","2,000","39","2","2012","수영로618번길 7","202506~202706","신규","-","","","연립다세대"
"1521","부산광역시 수영구 광안동","118-17","0118","0017","지브로","월세","37.3900","202506","28","500","55","5","2013","수영로618번길 8","202506~202606","신규","-","","","연립다세대"
"1522","부산광역시 사상구 감전동","121-14","0121","0014","세종에이클래스","월세","13.8700","202506","28","1,000","41","6","2019","괘감로 96-7","202506~202606","신규","-","","","연립다세대"
"1523","부산광역시 사상구 괘법동","550-4","0550","0004","디아너스B동","월세","17.1600","202506","28","500","32","5","2013","사상로170번길 28-10","202507~202606","신규","-","","","연립다세대"
"1524","부산광역시 수영구 광안동","379-51","0379","0051","광안드림빌","월세","18.9200","202506","28","500","43","2","2011","수영로545번가길 14-18","202506~202606","신규","-","","","연립다세대"
"1525","부산광역시 수영구 광안동","120-287","0120","0287","더블유하우스5","월세","21.9300","202506","28","400","35","4","2012","무학로10번길 34","202506~202606","신규","-","","","연립다세대"
"1526","부산광역시 수영구 광안동","155-4","0155","0004","제이엠글로리아","월세","20.1100","202506","28","2,000","30","2","2017","수영로588번길 69","202506~202606","신규","-","","","연립다세대"
"1527","부산광역시 수영구 광안동","148-13","0148","0013","지성미르피아","월세","15.0200","202506","28","300","29","5","2011","수영로588번길 56","202506~202606","신규","-","","","연립다세대"
"1528","부산광역시 수영구 광안동","142-10","0142","0010","두성벨라지오","월세","19.8200","202506","28","1,000","53","6","2012","수영로588번길 12","202506~202606","신규","-","","","연립다세대"
"1529","부산광역시 수영구 광안동","111-4","0111","0004","트라움하우스10차","월세","22.6200","202506","28","2,000","29","4","2016","무학로33번길 16","202506~202606","신규","-","","","연립다세대"
"1530","부산광역시 부산진구 범천동","869-19","0869","0019","다사랑빌1","월세","18.2900","202506","28","1,000","38","4","2013","신천대로65번길 35","202506~202606","신규","-","","","연립다세대"
"1531","부산광역시 서구 토성동2가","12-3","0012","0003","아델하우스2","월세","19.3750","202506","28","2,000","28","6","2013","까치고개로229번길 16","202506~202606","신규","-","","","연립다세대"
"1532","부산광역시 부산진구 초읍동","278-6","0278","0006","소담채","월세","44.3000","202506","28","2,000","42","3","2002","초읍천로108번길 59","202507~202607","신규","-","","","연립다세대"
"1533","부산광역시 부산진구 연지동","219-29","0219","0029","골든마을","월세","68.0800","202506","28","4,000","45","5","2005","연지로39번길 45","202507~202707","신규","-","","","연립다세대"
"1534","부산광역시 부산진구 범천동","869-19","0869","0019","다사랑빌1","월세","13.4100","202506","28","500","38","3","2013","신천대로65번길 35","202506~202606","신규","-","","","연립다세대"
"1535","부산광역시 사하구 당리동","317-113","0317","0113","포레스타","월세","16.3400","202506","28","2,000","25","5","2018","낙동대로390번길 17-1","202506~202606","신규","-","","","연립다세대"
"1536","부산광역시 금정구 장전동","391-27","0391","0027","까사Ⅱ","월세","15.1900","202506","28","500","26","3","2002","부산대학로38번길 51","202506~202606","신규","-","","","연립다세대"
"1537","부산광역시 사하구 괴정동","764-33","0764","0033","금영빌라","월세","54.9300","202506","28","1,000","43","4","1999","낙동대로280번길 6","202508~202708","신규","-","","","연립다세대"
"1538","부산광역시 해운대구 재송동","1073-15","1073","0015","메트로폴리스15","월세","16.6500","202506","28","500","40","9","2019","재송1로20번길 10","202506~202606","신규","-","","","연립다세대"
"1539","부산광역시 수영구 망미동","409-16","0409","0016","라온","전세","21.4800","202506","28","6,500","0","5","2022","망미번영로85번나길 12","202507~202706","신규","-","","","연립다세대"
"1540","부산광역시 부산진구 전포동","882-18","0882","0018","화수분","월세","19.1000","202506","28","500","32","3","2012","동천로24번길 18-7","202506~202606","신규","-","","","연립다세대"
"1541","부산광역시 동래구 안락동","443-3","0443","0003","명진리치빌","월세","19.5500","202506","28","500","35","2","2018","명안로45번길 51-3","202506~202606","신규","-","","","연립다세대"
"1542","부산광역시 부산진구 개금동","177-109","0177","0109","대동레미안5","월세","18.1400","202506","28","2,000","20","4","2014","복지로21번길 39-5","202507~202607","신규","-","","","연립다세대"
"1543","부산광역시 중구 동광동5가","36-2","0036","0002","청아하우스","월세","21.7400","202506","28","1,000","38","5","2012","동광길 79","202506~202606","신규","-","","","연립다세대"
"1544","부산광역시 부산진구 부전동","511-7","0511","0007","스카이타워","월세","16.7100","202506","28","500","44","5","2014","가야대로756번길 32","202506~202606","신규","-","","","연립다세대"
"1545","부산광역시 남구 대연동","43-6","0043","0006","닛시빌","월세","12.2200","202506","28","500","31","5","2011","용소로19번길 54","202506~202606","신규","-","","","연립다세대"
"1546","부산광역시 강서구 명지동","3478-4","3478","0004","부산명지중흥S-클래스더테라스","월세","84.4654","202506","28","1,000","95","4","2019","명지국제13로38번길 11","202506~202606","신규","-","","","연립다세대"
"1547","부산광역시 서구 암남동","29-39","0029","0039","현대가","전세","15.3200","202506","28","2,500","0","5","2013","성산길 21","202508~202612","신규","-","","","연립다세대"
"1548","부산광역시 부산진구 개금동","237","0237","0000","그라시아빌","월세","51.7700","202506","28","4,500","30","4","2015","개금본동로9번길 42","202507~202707","신규","-","","","연립다세대"
"1549","부산광역시 연제구 연산동","1503-32","1503","0032","꿈에그린","월세","19.9700","202506","28","300","34","2","2013","신촌로23번길 40-17","202506~202512","신규","-","","","연립다세대"
"1550","부산광역시 중구 부평동3가","72-13","0072","0013","(72-13)","월세","17.8000","202506","28","500","32","2","2013","흑교로31번길 9-2","202507~202606","신규","-","","","연립다세대"
"1551","부산광역시 연제구 연산동","716-10","0716","0010","The에이스원룸","월세","18.1600","202506","28","300","33","2","2017","월드컵대로91번길 34","202506~202606","신규","-","","","연립다세대"
"1552","부산광역시 동래구 온천동","444-52","0444","0052","샛별아트빌","월세","17.5000","202506","28","300","30","5","2013","금강로74번길 26","202506~202602","신규","-","","","연립다세대"
"1553","부산광역시 연제구 연산동","615-14","0615","0014","보람팰리스","월세","24.2300","202506","28","10,000","5","3","2018","쌍미천로161번길 14","202506~202706","신규","-","","","연립다세대"
"1554","부산광역시 서구 동대신동1가","219-1","0219","0001","시티타워","월세","18.3900","202506","28","2,000","29","7","2018","구덕로280번길 12","202506~202606","신규","-","","","연립다세대"
"1555","부산광역시 연제구 연산동","1971-2","1971","0002","우진그린힐하우스","전세","41.5900","202506","28","14,000","0","2","2021","연수로115번길 8","202507~202707","신규","-","","","연립다세대"
"1556","부산광역시 연제구 연산동","665-70","0665","0070","청목가을처럼","월세","18.2400","202506","28","100","41","2","2013","월드컵대로32번길 21","202506~202606","신규","-","","","연립다세대"
"1557","부산광역시 연제구 연산동","1386-20","1386","0020","남강Sweet","월세","13.6925","202506","28","150","32","4","2010","월드컵대로145번길 82","202506~202606","신규","-","","","연립다세대"
"1558","부산광역시 해운대구 중동","1499-4","1499","0004","힐사이드빌라가동","전세","27.0000","202506","28","2,000","0","1","1992","달맞이길117번나길 15-19","202507~202707","신규","-","","","연립다세대"
"1559","부산광역시 해운대구 중동","1486-8","1486","0008","한경리츠빌라","전세","44.7000","202506","28","5,500","0","2","1998","달맞이길117번다길 146","201702~202702","신규","-","","","연립다세대"
"1560","부산광역시 연제구 연산동","1971-2","1971","0002","우진그린힐하우스","월세","41.5900","202506","28","1,000","65","3","2021","연수로115번길 8","202506~202606","신규","-","","","연립다세대"
"1561","부산광역시 연제구 연산동","716-10","0716","0010","The에이스원룸","월세","18.1600","202506","28","300","34","2","2017","월드컵대로91번길 34","202506~202606","신규","-","","","연립다세대"
"1562","부산광역시 연제구 연산동","715-31","0715","0031","국제스톤","월세","18.7200","202506","28","2,000","33","2","2017","월드컵대로91번가길 9-1","202506~202606","신규","-","","","연립다세대"
"1563","부산광역시 연제구 연산동","1604-76","1604","0076","제이에스빌","월세","36.3600","202506","28","1,000","45","2","2011","연제로8번길 46","202506~202606","신규","-","","","연립다세대"
"1564","부산광역시 북구 덕천동","308-38","0308","0038","제네시스빌","월세","19.6300","202506","28","2,000","35","2","2016","만덕대로27번길 94","202507~202607","신규","-","","","연립다세대"
"1565","부산광역시 사하구 하단동","487-50","0487","0050","시온캐슬","월세","16.7700","202506","28","300","27","3","2002","낙동대로575번길 53-2","202507~202607","신규","-","","","연립다세대"
"1566","부산광역시 북구 구포동","915-34","0915","0034","해피하우스","월세","23.5100","202506","28","500","45","4","2011","백양대로1016번가길 26","202507~202607","신규","-","","","연립다세대"
"1567","부산광역시 사하구 당리동","317-113","0317","0113","포레스타","월세","16.3400","202506","28","2,000","25","5","2018","낙동대로390번길 17-1","202506~202606","신규","-","","","연립다세대"
"1568","부산광역시 사하구 하단동","514-23","0514","0023","라온","월세","14.2800","202506","28","300","30","5","2013","하신번영로300번길 104-1","202506~202606","신규","-","","","연립다세대"
"1569","부산광역시 북구 덕천동","404-3","0404","0003","행복빌","월세","18.0850","202506","27","500","60","3","2016","만덕대로142번가길 38","202506~202606","신규","-","","","연립다세대"
"1570","부산광역시 금정구 부곡동","395-2","0395","0002","진영프라임엠","월세","15.0000","202506","27","1,000","37","5","2018","부곡로18번안길 31-1","202506~202606","신규","-","","","연립다세대"
"1571","부산광역시 부산진구 연지동","37-15","0037","0015","타임클래스","월세","20.5100","202506","27","9,000","10","2","2023","성지로14번길 35","202507~202707","신규","-","","","연립다세대"
"1572","부산광역시 서구 부민동2가","9-13","0009","0013","한누리타워","월세","39.9200","202506","27","7,000","21","8","2017","구덕로199번길 20","202507~202607","신규","-","","","연립다세대"
"1573","부산광역시 금정구 구서동","1009-5","1009","0005","에버그린","월세","14.2200","202506","27","500","38","3","2014","두실로37번길 6","202506~202606","신규","-","","","연립다세대"
"1574","부산광역시 북구 덕천동","422-3","0422","0003","제니스빌","월세","27.7092","202506","27","1,000","45","3","2019","의성로115번길 120","202506~202606","신규","-","","","연립다세대"
"1575","부산광역시 동래구 명장동","610-1","0610","0001","효산","월세","56.1600","202506","27","1,000","40","1","1986","명안로46번마길 39","202508~202708","신규","-","","","연립다세대"
"1576","부산광역시 동래구 명장동","59-10","0059","0010","대림빌라B","월세","77.4400","202506","27","5,000","60","1","1996","명장로20번길 8","202508~202708","신규","-","","","연립다세대"
"1577","부산광역시 동래구 안락동","581-9","0581","0009","신성블루빌","전세","67.1700","202506","27","18,000","0","5","2017","충렬대로 409-16","202509~202709","신규","-","","","연립다세대"
"1578","부산광역시 동래구 안락동","581-9","0581","0009","신성블루빌","전세","67.1700","202506","27","17,500","0","5","2017","충렬대로 409-16","202509~202709","신규","-","","","연립다세대"
"1579","부산광역시 금정구 장전동","364-2","0364","0002","푸른원룸","월세","20.7700","202506","27","200","28","1","2001","부산대학로38번길 82","202506~202606","신규","-","","","연립다세대"
"1580","부산광역시 연제구 연산동","1386-1","1386","0001","해운퍼스트빌","월세","29.2500","202506","27","1,000","53","7","2017","중앙대로1065번길 15","202506~202606","신규","-","","","연립다세대"
"1581","부산광역시 서구 암남동","16-3","0016","0003","빌라수A","월세","23.9250","202506","27","3,000","40","2","2015","성산길 51-1","202506~202702","신규","-","","","연립다세대"
"1582","부산광역시 남구 대연동","58-6","0058","0006","대정빌딩","월세","16.8900","202506","27","300","38","5","2011","용소로19번길 15","202507~202607","신규","-","","","연립다세대"
"1583","부산광역시 남구 대연동","571-21","0571","0021","아름빌","월세","15.1800","202506","27","300","30","2","2010","유엔로201번길 18","202506~202606","신규","-","","","연립다세대"
"1584","부산광역시 금정구 장전동","97-11","0097","0011","해성빌라","월세","32.4900","202506","27","5,000","20","5","2004","수림로72번길 66","202507~202707","신규","-","","","연립다세대"
"1585","부산광역시 중구 대청동4가","65-33","0065","0033","(65-33)","월세","44.1300","202506","27","1,000","35","2","1995","망양로344번길 4-3","202507~202707","신규","-","","","연립다세대"
"1586","부산광역시 해운대구 재송동","1073-5","1073","0005","하이츠센텀","월세","21.1500","202506","27","300","41","7","2018","재송1로14번길 17","202507~202607","신규","-","","","연립다세대"
"1587","부산광역시 해운대구 재송동","1073-15","1073","0015","메트로폴리스15","월세","16.6500","202506","27","500","40","8","2019","재송1로20번길 10","202506~202606","신규","-","","","연립다세대"
"1588","부산광역시 해운대구 재송동","1073-5","1073","0005","하이츠센텀","월세","16.2500","202506","27","500","40","6","2018","재송1로14번길 17","202507~202606","신규","-","","","연립다세대"
"1589","부산광역시 해운대구 재송동","1073-28","1073","0028","메트로폴리스28","월세","17.6000","202506","27","500","39","7","2019","재송1로20번길 26","202506~202606","신규","-","","","연립다세대"
"1590","부산광역시 금정구 청룡동","23-12","0023","0012","(23-12)","월세","45.8450","202506","27","1,000","47","3","2013","청룡예전로 1","202506~202606","신규","-","","","연립다세대"
"1591","부산광역시 금정구 청룡동","23-15","0023","0015","힐스테이시티","월세","18.9900","202506","27","500","40","13","2016","청룡예전로 1-8","202507~202606","신규","-","","","연립다세대"
"1592","부산광역시 북구 만덕동","388","0388","0000","영호빌라","전세","96.0200","202506","27","9,000","0","2","1992","덕천로307번길 27","202506~202706","신규","-","","","연립다세대"
"1593","부산광역시 중구 보수동2가","73-6","0073","0006","정현빌라","월세","95.6600","202506","27","1,000","79","3","2002","흑교로75번길 7","202507~202707","신규","-","","","연립다세대"
"1594","부산광역시 수영구 수영동","493-24","0493","0024","영진주택","월세","42.1800","202506","27","1,000","25","2","1980","구락로25번길 18","202507~202707","신규","-","","","연립다세대"
"1595","부산광역시 부산진구 가야동","361-36","0361","0036","해찬빌105동","월세","44.7000","202506","27","500","35","3","2007","엄광로256번길 13-8","202507~202707","신규","-","","","연립다세대"
"1596","부산광역시 부산진구 양정동","95-25","0095","0025","영지마을","월세","13.3000","202506","27","500","35","6","2012","양정로6번길 22","202506~202606","신규","-","","","연립다세대"
"1597","부산광역시 부산진구 양정동","238-4","0238","0004","동진빌","월세","19.7200","202506","27","100","36","2","2011","진연로9번길 7","202506~202606","신규","-","","","연립다세대"
"1598","부산광역시 부산진구 양정동","355-45","0355","0045","가우디움","월세","15.2900","202506","27","500","35","3","2012","중앙대로910번길 28","202506~202606","신규","-","","","연립다세대"
"1599","부산광역시 동래구 온천동","1454-4","1454","0004","스위스빌","월세","16.5500","202506","27","2,800","9","4","2013","미남로132번길 96","202506~202706","신규","-","","","연립다세대"
"1600","부산광역시 해운대구 반여동","1291-1433","1291","1433","하이츠빌라(1291-1433)","전세","84.9400","202506","27","8,700","0","2","1999","해운대로61번길 83-17","202507~202707","신규","-","","","연립다세대"
"1601","부산광역시 동래구 온천동","444-57","0444","0057","베스트빌","월세","12.2400","202506","27","200","34","5","2013","차밭골로21번길 29","202506~202606","신규","-","","","연립다세대"
"1602","부산광역시 해운대구 우동","957-44","0957","0044","THEHOUSE","월세","18.8420","202506","27","500","39","4","2011","해운대로483번가길 25","202506~202606","신규","-","","","연립다세대"
"1603","부산광역시 부산진구 부전동","510-3","0510","0003","부일마이우스서면","월세","15.2400","202506","27","500","38","5","2013","가야대로750번길 20","202507~202606","신규","-","","","연립다세대"
"1604","부산광역시 연제구 거제동","199-11","0199","0011","(199-11)","월세","14.6200","202506","27","2,000","45","1","2006","여고로52번길 27","202507~202707","신규","-","","","연립다세대"
"1605","부산광역시 연제구 거제동","500-51","0500","0051","수림하우스나동","월세","17.6700","202506","27","100","49","4","2019","거제대로124번길 38","202506~202509","신규","-","","","연립다세대"
"1606","부산광역시 남구 용호동","378-4","0378","0004","(378-4)","월세","24.3950","202506","27","2,000","8","5","2021","동명로176번길 9","202506~202606","신규","-","","","연립다세대"
"1607","부산광역시 금정구 남산동","278-4","0278","0004","피닉스빌","전세","49.8000","202506","27","10,000","0","2","2011","금단로210번길 2-6","202507~202707","신규","-","","","연립다세대"
"1608","부산광역시 부산진구 전포동","308-2","0308","0002","유한빌","월세","13.1350","202506","27","500","29","5","2011","전포대로216번길 16","202506~202512","신규","-","","","연립다세대"
"1609","부산광역시 사하구 하단동","870-225","0870","0225","제이하우스","월세","29.8800","202506","27","500","37","5","2016","낙동남로1357번길 41","202506~202606","신규","-","","","연립다세대"
"1610","부산광역시 사하구 하단동","899-17","0899","0017","월드빌","월세","60.8200","202506","27","8,500","10","4","2002","동매로9번길 4","202507~202707","신규","-","","","연립다세대"
"1611","부산광역시 수영구 광안동","133-31","0133","0031","오크라","월세","16.7750","202506","27","2,000","48","3","2020","수영로600번길 93-4","202506~202604","신규","-","","","연립다세대"
"1612","부산광역시 수영구 광안동","373-71","0373","0071","세현빌라","월세","70.1100","202506","27","1,000","60","1","1999","수영로545번가길 35","202506~202706","신규","-","","","연립다세대"
"1613","부산광역시 기장군 기장읍 동부리","396-8","0396","0008","아떼우스빌","전세","25.3300","202506","27","6,000","0","1","2003","반송로 1591","202507~202707","신규","-","","","연립다세대"
"1614","부산광역시 수영구 광안동","1055-84","1055","0084","더스페스","월세","29.2804","202506","27","10,000","10","2","2021","광서로46번길 5","202507~202707","신규","-","","","연립다세대"
